timestamp,color,color_codes
2023-11-30 19:17:00,N/A,#
2023-11-30 19:18:00,yellow,0
2023-11-30 19:32:00,yellow,0
2023-11-30 19:33:00,yellow,0
2023-11-30 19:34:00,yellow,0
2023-11-30 19:35:00,yellow,0
2023-11-30 19:36:00,yellow,0
